Entry	Reviewed	Gene Names	Organism (ID)	EC number	Gene Ontology (GO)
P24197	reviewed	ygiD b3039 JW3007	83333	1.13.11.29	cytoplasm [GO:0005737]; DOPA dioxygenase activity [GO:0046566]; ferrous iron binding [GO:0008198]; stizolobate synthase activity [GO:0050297]; zinc ion binding [GO:0008270]
P24205	reviewed	lpxM msbB b1855 JW1844	83333	2.3.1.243	Gram-negative-bacterium-type cell wall [GO:0009276]; plasma membrane [GO:0005886]; acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]; myristoyltransferase activity [GO:0019107]; Kdo2-lipid A biosynthetic process [GO:0036104]; lipopolysaccharide biosynthetic process [GO:0009103]
P24216	reviewed	fliD flaV flbC b1924 JW1909	83333		bacterial-type flagellum filament cap [GO:0009421]; bacterial-type flagellum hook [GO:0009424]; extracellular region [GO:0005576]; bacterial-type flagellum-dependent cell motility [GO:0071973]; cell adhesion [GO:0007155]
P24251	reviewed	crl b0240 JW0230	83333		cytosol [GO:0005829]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of DNA-templated transcription initiation [GO:2000144]; protein-containing complex assembly [GO:0065003]
P24255	reviewed	rpoN glnF ntrA b3202 JW3169	83333		cytosolic DNA-directed RNA polymerase complex [GO:0000345]; protein-DNA complex [GO:0032993]; DNA-binding transcription activator activity [GO:0001216]; nucleotidyltransferase activity [GO:0016779]; sigma factor activity [GO:0016987]; transcription cis-regulatory region binding [GO:0000976]; arginine metabolic process [GO:0006525]; cell motility [GO:0048870]; DNA-templated transcription initiation [GO:0006352]; nitrate assimilation [GO:0042128]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA-templated transcription initiation [GO:2000142]; submerged biofilm formation [GO:0090605]
P24555	reviewed	ptrB tlp b1845 JW1834	83333	3.4.21.83	cytoplasm [GO:0005737]; oligopeptidase activity [GO:0070012]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]
P25396	reviewed	tehA b1429 JW1425	83333		plasma membrane [GO:0005886]; identical protein binding [GO:0042802]; monoatomic cation efflux transmembrane transporter activity [GO:0046583]; monoatomic cation transport [GO:0006812]; response to antibiotic [GO:0046677]; response to tellurium ion [GO:0046690]; transmembrane transport [GO:0055085]
P25736	reviewed	endA b2945 JW2912	83333	3.1.21.1	periplasmic space [GO:0042597]; deoxyribonuclease I activity [GO:0004530]; endodeoxyribonuclease activity, producing 5'-phosphomonoesters [GO:0016888]; endonuclease activity [GO:0004519]; DNA catabolic process [GO:0006308]
P25742	reviewed	waaQ rfaQ b3632 JW3607	83333	2.4.99.25	cytosol [GO:0005829]; ADP-heptose-lipopolysaccharide heptosyltransferase activity [GO:0008713]; lipopolysaccharide core heptosyltransferase activity [GO:0071967]; lipopolysaccharide core region biosynthetic process [GO:0009244]
P25746	reviewed	hflD ycfC b1132 JW5165	83333		cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; response to heat [GO:0009408]
P25772	reviewed	ligB yicF b3647 JW3622	83333	6.5.1.2	DNA ligase (NAD+) activity [GO:0003911]; DNA ligation [GO:0006266]; DNA ligation involved in DNA repair [GO:0051103]; DNA replication [GO:0006260]
P25798	reviewed	fliF fla AII.1 fla BI b1938 JW1922	83333		bacterial-type flagellum basal body, MS ring [GO:0009431]; cytosol [GO:0005829]; outer membrane-bounded periplasmic space [GO:0030288]; plasma membrane [GO:0005886]; cytoskeletal motor activity [GO:0003774]; bacterial-type flagellum-dependent cell motility [GO:0071973]
P25906	reviewed	pdxI ydbC b1406 JW1403	83333	1.1.1.65	cytoplasm [GO:0005737]; cytosol [GO:0005829]; aldo-keto reductase (NADPH) activity [GO:0004033]; pyridoxine:NADP 4-dehydrogenase activity [GO:0050236]; pyridoxal 5'-phosphate salvage [GO:0009443]
P26218	reviewed	bglH yieC b3720 JW3698	83333		cell outer membrane [GO:0009279]; pore complex [GO:0046930]; carbohydrate transmembrane transporter activity [GO:0015144]; porin activity [GO:0015288]; carbohydrate transmembrane transport [GO:0034219]; monoatomic ion transport [GO:0006811]; polysaccharide transport [GO:0015774]
P26281	reviewed	folK b0142 JW0138	83333	2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity [GO:0003848]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]
P26646	reviewed	acuI yhdH b3253 JW3222	83333	1.3.1.84	cytoplasm [GO:0005737]; acryloyl-CoA reductase (NADPH) activity [GO:0043957]; protein homodimerization activity [GO:0042803]
P26647	reviewed	plsC parF b3018 JW2986	83333	2.3.1.51; 2.3.1.n4	plasma membrane [GO:0005886]; 1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; CDP-diacylglycerol biosynthetic process [GO:0016024]; phosphatidic acid biosynthetic process [GO:0006654]
P27129	reviewed	waaJ rfaJ waaR b3626 JW3601	83333	2.4.1.58	plasma membrane [GO:0005886]; lipopolysaccharide 3-alpha-galactosyltransferase activity [GO:0008918]; lipopolysaccharide glucosyltransferase I activity [GO:0008919]; metal ion binding [GO:0046872]; lipopolysaccharide core region biosynthetic process [GO:0009244]
P27241	reviewed	waaZ rfaZ b3624 JW3599	83333	2.4.99.15	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; transferase activity [GO:0016740]; lipopolysaccharide core region biosynthetic process [GO:0009244]
P27242	reviewed	waaU rfaK waaK b3623 JW3598	83333	2.4.1.-	cytosol [GO:0005829]; ADP-heptose-lipopolysaccharide heptosyltransferase activity [GO:0008713]; lipid A-core heptosyltransferase activity [GO:0071968]; lipopolysaccharide N-acetylglucosaminyltransferase activity [GO:0008917]; lipopolysaccharide biosynthetic process [GO:0009103]; lipopolysaccharide core region biosynthetic process [GO:0009244]
P27245	reviewed	marR cfxB inaR soxQ b1530 JW5248	83333		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; cellular response to antibiotic [GO:0071236]; negative regulation of DNA-templated transcription [GO:0045892]; regulation of DNA-templated transcription [GO:0006355]; response to heat [GO:0009408]; response to stress [GO:0006950]
P27247	reviewed	plsX b1090 JW5156	83333	2.3.1.274	cytoplasm [GO:0005737]; phosphate:acyl-[acyl carrier protein] acyltransferase activity [GO:0043811]; fatty acid biosynthetic process [GO:0006633]; phospholipid biosynthetic process [GO:0008654]
P27248	reviewed	gcvT b2905 JW2873	83333	2.1.2.10	cytosol [GO:0005829]; glycine cleavage complex [GO:0005960]; aminomethyltransferase activity [GO:0004047]; transaminase activity [GO:0008483]; glycine decarboxylation via glycine cleavage system [GO:0019464]; one-carbon metabolic process [GO:0006730]
P27253	reviewed	scpA sbm yliK b2917 JW2884	83333	5.4.99.2	cytoplasm [GO:0005737]; cobalamin binding [GO:0031419]; metal ion binding [GO:0046872]; methylmalonyl-CoA mutase activity [GO:0004494]; propionate metabolic process, methylmalonyl pathway [GO:0019678]
P27254	reviewed	argK ygfD b2918 JW2885	83333	3.6.5.-	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]
P27298	reviewed	prlC opdA b3498 JW3465	83333	3.4.24.70	cytoplasm [GO:0005737]; cytosol [GO:0005829]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; peptidase activity [GO:0008233]; DNA replication [GO:0006260]; peptide metabolic process [GO:0006518]; proteolysis [GO:0006508]; signal peptide processing [GO:0006465]
P27300	reviewed	lpxK ycaH b0915 JW0898	83333	2.7.1.130	membrane [GO:0016020]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; tetraacyldisaccharide 4'-kinase activity [GO:0009029]; lipid A biosynthetic process [GO:0009245]; lipopolysaccharide core region biosynthetic process [GO:0009244]
P27305	reviewed	gluQ yadB b0144 JW5892	83333	6.1.1.-	cytosol [GO:0005829]; ATP binding [GO:0005524]; glutamate-tRNA ligase activity [GO:0004818]; zinc ion binding [GO:0008270]; glutamyl-tRNA aminoacylation [GO:0006424]; tRNA wobble base modification [GO:0002097]
P27896	reviewed	narQ b2469 JW2453	83333	2.7.13.3	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; protein dimerization activity [GO:0046983]; cellular response to nitrate [GO:0071249]; cellular response to nitrite [GO:0071250]; nitrate assimilation [GO:0042128]; signal transduction [GO:0007165]
P28224	reviewed	mliC ydhA b1639 JW1631	83333		cell outer membrane [GO:0009279]; lysozyme inhibitor activity [GO:0060241]
P28304	reviewed	qorA hcz qor qor1 b4051 JW4011	83333	1.6.5.5	cytosol [GO:0005829]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; NADPH binding [GO:0070402]; NADPH:quinone reductase activity [GO:0003960]; protein homodimerization activity [GO:0042803]; zinc ion binding [GO:0008270]
P28307	reviewed	csgA b1042 JW1025	83333		pilus [GO:0009289]; identical protein binding [GO:0042802]; amyloid fibril formation [GO:1990000]; cell adhesion [GO:0007155]; regulation of amyloid fibril formation [GO:1905906]; single-species biofilm formation [GO:0044010]
P28634	reviewed	trmO tsaA yaeB b0195 JW0191	83333	2.1.1.-	tRNA (L-threonylcarbamoyladenosine(37)-C2) methyltransferase activity [GO:0089715]; tRNA binding [GO:0000049]; tRNA methylation [GO:0030488]
P28635	reviewed	metQ yaeC b0197 JW0193	83333		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; membrane [GO:0016020]; methionine-importing ABC transporter complex [GO:1990197]; outer membrane-bounded periplasmic space [GO:0030288]; D-methionine transmembrane transport [GO:0048473]; methionine import across plasma membrane [GO:1903692]; methionine transport [GO:0015821]
P28904	reviewed	treC olgH b4239 JW4198	83333	3.2.1.93	cytosol [GO:0005829]; alpha,alpha-phosphotrehalase activity [GO:0008788]; alpha-amylase activity [GO:0004556]; DNA damage response [GO:0006974]; oligosaccharide catabolic process [GO:0009313]; trehalose catabolic process [GO:0005993]
P29012	reviewed	dadX alnB dadB b1190 JW1179	83333	5.1.1.1	cytosol [GO:0005829]; alanine racemase activity [GO:0008784]; protein homodimerization activity [GO:0042803]; pyridoxal phosphate binding [GO:0030170]; D-alanine biosynthetic process [GO:0030632]; L-alanine oxidation to pyruvate via D-alanine [GO:0019480]
P29208	reviewed	menC b2261 JW2256	83333	4.2.1.113	hydro-lyase activity [GO:0016836]; magnesium ion binding [GO:0000287]; O-succinylbenzoate synthase activity [GO:0043748]; menaquinone biosynthetic process [GO:0009234]
P29680	reviewed	hemE b3997 JW3961	83333	4.1.1.37	cytosol [GO:0005829]; uroporphyrinogen decarboxylase activity [GO:0004853]; heme B biosynthetic process [GO:0006785]; heme biosynthetic process [GO:0006783]; porphyrin-containing compound biosynthetic process [GO:0006779]; protoporphyrinogen IX biosynthetic process from glutamate [GO:0019353]; uroporphyrinogen III biosynthetic process [GO:0006780]
P30126	reviewed	leuD b0071 JW0070	83333	4.2.1.33	3-isopropylmalate dehydratase complex [GO:0009316]; cytosol [GO:0005829]; 3-isopropylmalate dehydratase activity [GO:0003861]; L-leucine biosynthetic process [GO:0009098]
P30137	reviewed	thiE b3993 JW3957	83333	2.5.1.3	cytoplasm [GO:0005737]; magnesium ion binding [GO:0000287]; metal ion binding [GO:0046872]; thiamine-phosphate diphosphorylase activity [GO:0004789]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]
P30744	reviewed	sdaB b2797 JW2768	83333	4.3.1.17	4 iron, 4 sulfur cluster binding [GO:0051539]; L-serine ammonia-lyase activity [GO:0003941]; metal ion binding [GO:0046872]; gluconeogenesis [GO:0006094]; L-serine catabolic process [GO:0006565]
P30843	reviewed	basR pmrA b4113 JW4074	83333		cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]; response to antibiotic [GO:0046677]; response to iron(III) ion [GO:0010041]
P30845	reviewed	eptA pmrC yjdB b4114 JW5730	83333	2.7.-.-	plasma membrane [GO:0005886]; phosphotransferase activity, phosphate group as acceptor [GO:0016776]; lipid A biosynthetic process [GO:0009245]; lipopolysaccharide biosynthetic process [GO:0009103]; lipopolysaccharide core region biosynthetic process [GO:0009244]; response to antibiotic [GO:0046677]
P30860	reviewed	artJ b0860 JW0844	83333		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; membrane [GO:0016020]; outer membrane-bounded periplasmic space [GO:0030288]; periplasmic space [GO:0042597]; amino acid binding [GO:0016597]; arginine binding [GO:0034618]; ligand-gated monoatomic ion channel activity [GO:0015276]; L-arginine import across plasma membrane [GO:0097638]; L-arginine transmembrane transport [GO:1903826]
P30863	reviewed	dkgB yafB b0207 JW0197	83333	1.1.1.346	cytoplasm [GO:0005737]; aldo-keto reductase (NADPH) activity [GO:0004033]; aryl-alcohol dehydrogenase (NADP+) activity [GO:0047681]; methylglyoxal reductase (NADPH) (acetol producing) activity [GO:1990002]; L-ascorbic acid biosynthetic process [GO:0019853]; methylglyoxal catabolic process [GO:0051596]
P30871	reviewed	ygiF b3054 JW3026	83333	3.6.1.25	inorganic triphosphate phosphatase activity [GO:0050355]; metal ion binding [GO:0046872]
P31058	reviewed	yadC b0135 JW0131	83333		pilus [GO:0009289]; cell adhesion [GO:0007155]; cell adhesion involved in single-species biofilm formation [GO:0043709]; DNA damage response [GO:0006974]; response to antibiotic [GO:0046677]
P31135	reviewed	potH b0856 JW0840	83333		ATP-binding cassette (ABC) transporter complex [GO:0043190]; ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; membrane [GO:0016020]; plasma membrane [GO:0005886]; putrescine transport [GO:0015847]; transmembrane transport [GO:0055085]
P31434	reviewed	yicI b3656 JW3631	83333	3.2.1.177	alpha-D-xyloside xylohydrolase [GO:0061634]; carbohydrate binding [GO:0030246]; identical protein binding [GO:0042802]; xyloglucan 1,6-alpha-xylosidase activity [GO:0080176]; carbohydrate metabolic process [GO:0005975]
P31441	reviewed	ade yicP b3665 JW3640	83333	3.5.4.2	adenine deaminase activity [GO:0000034]; catalase activity [GO:0004096]; ferrous iron binding [GO:0008198]; manganese ion binding [GO:0030145]; protein homodimerization activity [GO:0042803]; adenine catabolic process [GO:0006146]
P31467	reviewed	yieH b3715 JW3693	83333	3.1.3.-	magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; phosphatase activity [GO:0016791]
P31675	reviewed	setA yabM b0070 JW0069	83333		membrane [GO:0016020]; plasma membrane [GO:0005886]; carbohydrate:proton symporter activity [GO:0005351]; carbohydrate transmembrane transport [GO:0034219]; cellular response to glucose-phosphate stress [GO:0036448]; glucose transmembrane transport [GO:1904659]; lactose transport [GO:0015767]
P31680	reviewed	djlA yabH b0055 JW0054	83333		membrane [GO:0016020]; plasma membrane [GO:0005886]; protein-folding chaperone binding [GO:0051087]
P31697	reviewed	fimC b4316 JW4279	83333		outer membrane-bounded periplasmic space [GO:0030288]; protein folding chaperone [GO:0044183]; cell wall organization [GO:0071555]; chaperone-mediated protein folding [GO:0061077]
P31801	reviewed	chaA b1216 JW1207	83333		plasma membrane [GO:0005886]; potassium:proton antiporter activity [GO:0015386]; sodium:proton antiporter activity [GO:0015385]; response to alkaline pH [GO:0010446]
P32053	reviewed	intA intX slpA b2622 JW2602	83333		DNA binding [GO:0003677]; prophage integrase activity [GO:0008979]; DNA recombination [GO:0006310]; provirus excision [GO:0032359]; symbiont entry into host cell [GO:0046718]; viral genome integration into host DNA [GO:0044826]
P32125	reviewed	mobB yihC b3856 JW5575	83333		GTP binding [GO:0005525]; protein homodimerization activity [GO:0042803]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]
P32141	reviewed	yihT b3881 JW3852	83333	4.1.2.57	6-deoxy-6-sulfofructose-1-phosphate aldolase activity [GO:0061595]; 6-sulfoquinovose(1-) catabolic process [GO:1902777]; 6-sulfoquinovose(1-) catabolic process to glycerone phosphate and 3-sulfolactaldehyde [GO:0061720]
